Code-barres article;Ref;Prix ;Prix solde;Nom de l'article ;Brand;Type de l'article ;Taille;Couleur;March;Genre de l'article ;Groupe de l'article 
8684010124776;101450388;4950 da;;3F ROSIER 3PR;INCI;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010124783;101450388;4950 da;;3F ROSIER 3PR;INCI;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010124790;101450388;4950 da;;3F ROSIER 3PR;INCI;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010124806;101450388;4950 da;;3F ROSIER 3PR;INCI;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010124820;101450388;4950 da;;3F ROSIER 3PR;INCI;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010124813;101450388;4950 da;;3F ROSIER 3PR;INCI;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010124844;101450389;4950 da;;3F TROP 3PR;INCI;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010124837;101450389;4950 da;;3F TROP 3PR;INCI;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010124851;101450389;4950 da;;3F TROP 3PR;INCI;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010124868;101450389;4950 da;;3F TROP 3PR;INCI;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010124882;101450389;4950 da;;3F VENTOS 3PR;INCI;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010124875;101450389;4950 da;;3F VENTOS 3PR;INCI;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010008458;101450403;3750 da;;3F VENTOS 3PR;I COOL;FOO;STD;BLACK;LEISUR;MEN;SHOES
8684010008465;101450403;3750 da;;3F VENTOS 3PR;I COOL;FOO;STD;BLACK;LEISUR;MEN;SHOES
8684010008472;101450403;3750 da;;3F VENTOS 3PR;I COOL;FOO;STD;BLACK;LEISUR;MEN;SHOES
8684010008441;101450403;3750 da;;3F VENTOS 3PR;I COOL;FOO;STD;BLACK;LEISUR;MEN;SHOES
8684010008489;101450403;3750 da;;3F VENTOS 3PR;I COOL;FOO;STD;BLACK;LEISUR;MEN;SHOES
8684010007840;101450404;3250 da;;3F VENTOS 3PR;I COOL;FOO;STD;BLACK;LEISUR;MEN;SHOES
8684010007864;101450404;3250 da;;3F VENTOS 3PR;I COOL;FOO;STD;BLACK;LEISUR;MEN;SHOES
8684010007857;101450404;3250 da;;3F VENTOS 3PR;I COOL;FOO;STD;BLACK;LEISUR;MEN;SHOES
8684010007871;101450404;3250 da;;3F VENTOS 3PR;I COOL;FOO;STD;BLACK;LEISUR;MEN;SHOES
8684010007888;101450404;3250 da;;3F VENTOS 3PR;I COOL;FOO;STD;BLACK;LEISUR;MEN;SHOES
8684010007895;101450405;3250 da;;3W 357301N.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010007901;101450405;3250 da;;3W 357301N.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010007918;101450405;3250 da;;3W 357301N.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010007925;101450405;3250 da;;3W 357301N.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010007932;101450405;3250 da;;3W 357301N.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010007949;101450406;5250 da;;3W 357301N.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010007956;101450406;5250 da;;3W 357301N.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010007963;101450406;5250 da;;3W 357301N.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010007970;101450406;5250 da;;3W 357301N.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010007987;101450406;5250 da;;3W 357301N.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010007994;101450407;4450 da;;3W 357301N.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010008007;101450407;4450 da;;3W 357301N.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010008014;101450407;4450 da;;3W 357301N.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010008038;101450407;4450 da;;3W 357301N.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010008021;101450407;4450 da;;3W 357301N.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010008151;101450409;3950 da;;3W 357301N.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010008175;101450409;3950 da;;3W 357301N.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010008182;101450409;3950 da;;3S 357077.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008168;101450409;3950 da;;3S 357077.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008144;101450409;3950 da;;3S 357077.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008199;101450410;3950 da;;3S 357077.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008205;101450410;3950 da;;3S 357077.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008236;101450410;3950 da;;3S 357077.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008212;101450410;3950 da;;3S 357077.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008229;101450410;3950 da;;3S 357077.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008298;101450412;3950 da;;3S 357077.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008304;101450412;3950 da;;3S 357077.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008311;101450412;3950 da;;3S 357077.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008328;101450412;3950 da;;3S 357077.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008335;101450412;3950 da;;3S 357077.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008342;101450413;3950 da;;3F 357339.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008359;101450413;3950 da;;3F 357339.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008366;101450413;3950 da;;3F 357339.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008380;101450413;3950 da;;3F 357339.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008373;101450413;3950 da;;3F 357339.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008397;101450414;6450 da;;3F 357339.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008403;101450414;6450 da;;3F 357339.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008410;101450414;6450 da;;3F 357339.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008427;101450414;6450 da;;3F 357339.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008434;101450414;6450 da;;3F 357339.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010125131;101450427;5950 da;;3F 357339.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010125148;101450427;5950 da;;3F 357339.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010125155;101450427;5950 da;;3F 357339.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010125162;101450427;5950 da;;3F 357339.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010125179;101450427;5950 da;;3F 357339.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010125186;101450427;5950 da;;3F 357339.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008090;101450428;4450 da;;3F 357339.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008106;101450428;4450 da;;3F 357339.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008113;101450428;4450 da;;3F 357339.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008137;101450428;4450 da;;3F 357339.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010008120;101450428;4450 da;;3F 357339.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010147324;101450471;3950 da;;3F 357339.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010147331;101450471;3950 da;;3F 357339.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010147348;101450471;3950 da;;3F 357339.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010147362;101450471;3950 da;;3W 357347.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010147355;101450471;3950 da;;3W 357347.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010147379;101450472;3950 da;;3W 357347.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010147386;101450472;3950 da;;3W 357347.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010147393;101450472;3950 da;;3W 357347.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010147409;101450472;3950 da;;3W 357347.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010147416;101450472;3950 da;;3F 357351.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010146631;101450473;3450 da;;3F 357351.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010146624;101450473;3450 da;;3F 357351.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010146594;101450473;3450 da;;3F 357351.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010146600;101450473;3450 da;;3F 357351.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010146617;101450473;3450 da;;3F 357351.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010146686;101450474;3450 da;;3F 357351.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010146679;101450474;3450 da;;3F 357351.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010146648;101450474;3450 da;;3F 357351.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010146662;101450474;3450 da;;3F 357351.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010146655;101450474;3450 da;;3F 357351.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010148123;101450484;2750 da;;3F 357351.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010148185;101450485;4250 da;;3F 357351.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010148192;101450485;4250 da;;3F 357351.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010148208;101450485;4250 da;;3F 357351.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010148178;101450485;4250 da;;3F 357351.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010148161;101450485;4250 da;;3F 357351.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010147157;101450494;2550 da;;3F 357351.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010147140;101450494;2550 da;;3F 357351.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010147171;101450495;3950 da;;3F 357351.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010147188;101450495;3950 da;;3F 357351.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010147195;101450495;3950 da;;3F 357351.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010147201;101450495;3950 da;;3F 357351.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010147218;101450495;3950 da;;3F 357351.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010147799;101450498;3450 da;;3W 357353.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010147782;101450498;3450 da;;3W 357353.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010147812;101450498;3450 da;;3W 357353.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010147805;101450498;3450 da;;3W 357353.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010147775;101450498;3450 da;;3W 357353.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010147829;101450498;3450 da;;3W 357353.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010146440;101450504;2950 da;;3F 357354.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010146419;101450504;2950 da;;3F 357354.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010146426;101450504;2950 da;;3F 357354.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010146433;101450504;2950 da;;3F 357354.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010146891;101450506;3350 da;;3F 357354.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010146907;101450506;3350 da;;3F 357354.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010146914;101450506;3350 da;;3F 357354.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010146938;101450506;3350 da;;3F 357354.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010147003;101450508;3350 da;;3F 357354.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010147010;101450508;3350 da;;3F 357354.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010147027;101450508;3350 da;;3F 357354.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010147034;101450508;3350 da;;3F 357354.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010146990;101450508;3350 da;;3S 357359.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010722767;101450508;3350 da;;3S 357359.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010166349;101450537;4450 da;;3S 357359.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010166356;101450537;4450 da;;3S 357359.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010166370;101450537;4450 da;;3S 357359.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010166387;101450537;4450 da;;3S 357359.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010166363;101450537;4450 da;;3S 357359.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010166394;101450538;4450 da;;3S 357359.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010166417;101450538;4450 da;;3S 357359.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010166431;101450538;4450 da;;3S 357359.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010166424;101450538;4450 da;;3S 357359.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010166400;101450538;4450 da;;3S 357359.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010162754;101450540;3250 da;;3S 357359.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010162747;101450540;3250 da;;3S 357359.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010162723;101450540;3250 da;;3S 357359.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010162716;101450540;3250 da;;3S 357359.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010162730;101450540;3250 da;;3S 357359.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010162808;101450541;4450 da;;3S 357359.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010162839;101450542;2900 da;;3W 357375.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010162853;101450542;2900 da;;3W 357375.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010163447;101450545;3750 da;;3W 357375.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010163454;101450545;3750 da;;3W 357375.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010163461;101450545;3750 da;;3W 357375.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010163485;101450545;3750 da;;3W 357375.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010163478;101450545;3750 da;;3W 357375N.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010745315;101450547;4450 da;;3W 357375N.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010745322;101450547;4450 da;;3W 357375N.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010164482;101450547;4450 da;;3W 357375N.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010164512;101450547;4450 da;;3W 357375N.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010164529;101450547;4450 da;;3W 357375N.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010745346;101450548;3750 da;;3S 357406.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010164550;101450548;3750 da;;3S 357406.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010164567;101450548;3750 da;;3S 357406.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010164574;101450548;3750 da;;3S 357406.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010745339;101450548;3750 da;;3S 357406.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010166448;101450549;3750 da;;3S 357406.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010166455;101450549;3750 da;;3S 357406.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010166462;101450549;3750 da;;3S 357406.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010166479;101450549;3750 da;;3S 357406.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010166486;101450549;3750 da;;3S 357406.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010164581;101450557;4450 da;;3S 357406.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010164598;101450557;4450 da;;3S 357406.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010164604;101450557;4450 da;;3S 357406.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010164611;101450557;4450 da;;3S 357406.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010164628;101450557;4450 da;;3S 357406.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010164666;101450558;4450 da;;3S 357406.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010164673;101450558;4450 da;;3S 357406.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010164635;101450558;4450 da;;3S 357406.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010164659;101450558;4450 da;;3S 357406.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010166592;101450560;4450 da;;3S 357406.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010166622;101450560;4450 da;;3S 357406.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010163706;101450575;3250 da;;3S 357406.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010163713;101450575;3250 da;;3S 357406.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010163720;101450575;3250 da;;3S 357406.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010163737;101450575;3250 da;;3F 357407.M3PR;POLARIS;FOO;STD;BROWN;COMFOR;MEN;SHOES
8684010163744;101450575;3250 da;;3F 357407.M3PR;POLARIS;FOO;STD;BROWN;COMFOR;MEN;SHOES
8684010163096;101450577;2950 da;;3F 357407.M3PR;POLARIS;FOO;STD;BROWN;COMFOR;MEN;SHOES
8684010163089;101450577;2950 da;;3F 357407.M3PR;POLARIS;FOO;STD;BROWN;COMFOR;MEN;SHOES
8684010163072;101450577;2950 da;;3W 165149.Z3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010165496;101450585;4750 da;;3W 165149.Z3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010165502;101450585;4750 da;;3W 165149.Z3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010165526;101450585;4750 da;;3W 165149.Z3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010163843;101450586;4250 da;;3W 165149.Z3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010163812;101450586;4250 da;;3W 165149.Z3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010163829;101450586;4250 da;;3W 165149.Z3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010163836;101450586;4250 da;;3W 165149.Z3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010163867;101450587;4250 da;;3W 165149.Z3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010163874;101450587;4250 da;;3W 165149.Z3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010163898;101450587;4250 da;;3F FEBR?S 3PR;POLARIS;FOO;STD;L BROWN;COMFOR;MEN;SHOES
8684010163881;101450587;4250 da;;3F FEBR?S 3PR;POLARIS;FOO;STD;L BROWN;COMFOR;MEN;SHOES
8684010163850;101450587;4250 da;;3F FEBR?S 3PR;POLARIS;FOO;STD;L BROWN;COMFOR;MEN;SHOES
8684010165595;101450595;4450 da;;3F FEBR?S 3PR;JJ-STILLER;FOO;STD;L BROWN;DRESS;MEN;SHOES
8684010165588;101450595;4450 da;;3F FEBR?S 3PR;JJ-STILLER;FOO;STD;L BROWN;DRESS;MEN;SHOES
8684010165618;101450595;4450 da;;3F FEBR?S 3PR;JJ-STILLER;FOO;STD;L BROWN;DRESS;MEN;SHOES
8684010165625;101450595;4450 da;;3S 107015.M3PR;JJ-STILLER;FOO;STD;BLACK;DRESS;MEN;SHOES
8684010165601;101450595;4450 da;;3S 107015.M3PR;JJ-STILLER;FOO;STD;BLACK;DRESS;MEN;SHOES
8684010167469;101450596;3250 da;;3S 107015.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010167476;101450596;3250 da;;3S 107015.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010167483;101450596;3250 da;;3S 107015.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010167490;101450596;3250 da;;3S 107015.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010167452;101450596;3250 da;;3S 107015.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010165823;101450603;2550 da;;3S 107015.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010165793;101450603;2550 da;;3S 107015.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010165854;101450604;3950 da;;3S 107015.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010165878;101450604;3950 da;;3S 107015.M3PR;POLARIS;FOO;STD;BLACK;COMFOR;MEN;SHOES
8684010165885;101450604;3950 da;;3S 107016.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010165892;101450604;3950 da;;3S 107016.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010165908;101450604;3950 da;;3S 107016.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010165915;101450604;3950 da;;3S 107016.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010164352;101450607;2950 da;;3S 107016.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010164369;101450607;2950 da;;3S 107017.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010164376;101450607;2950 da;;3S 107017.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010164383;101450607;2950 da;;3S 107017.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010164345;101450607;2950 da;;3S 107017.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010164338;101450607;2950 da;;3S 107017.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010164406;101450608;2950 da;;3S 107017N.M3PR;POLARIS;FOO;STD;SAND;COMFOR;MEN;SHOES
8684010164413;101450608;2950 da;;3S 107017N.M3PR;POLARIS;FOO;STD;SAND;COMFOR;MEN;SHOES
8684010164420;101450608;2950 da;;3F 107038.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010164390;101450608;2950 da;;3F 107038.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010164437;101450608;2950 da;;3F 107038.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010164444;101450608;2950 da;;3F 107038.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010165922;101450609;2950 da;;3F 107038.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010165960;101450609;2950 da;;3F 107038.M3PR;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010165977;101450609;2950 da;;i13;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
8684010165939;101450609;2950 da;;i13;POLARIS;FOO;STD;TURKEY;COMFOR;MEN;SHOES
